step,raw_loss,smooth_loss
0,4.364184379577637,4.364184379577637
1,4.332060813903809,4.362578201293945
2,4.361485004425049,4.3625235414505
3,4.387811660766602,4.363787947416305
4,4.3878607749938965,4.364991588795185
5,4.37972354888916,4.365728186799884
6,4.360240936279297,4.365453824273854
7,4.324692249298096,4.3634157455250655
8,4.33043909072876,4.36176691278525
9,4.330046653747559,4.360180899833366
10,4.33669376373291,4.359006543028343
11,4.359776973724365,4.359045064563144
12,4.384026050567627,4.360294113863369
13,4.354233264923096,4.3599910714163554
14,4.323517322540283,4.358167383972551
15,4.318509101867676,4.356184469867308
16,4.337331771850586,4.355241834966471
17,4.39765739440918,4.357362612938607
18,4.343678951263428,4.356678429854847
19,4.303918361663818,4.354040426445296
20,4.292936325073242,4.3509852213766935
21,4.338049411773682,4.350338430896543
22,4.34506893157959,4.350074955930696
23,4.348480701446533,4.349995243206488
24,4.3318305015563965,4.349087006123983
25,4.346083164215088,4.348936814028538
26,4.359943866729736,4.3494871666635975
27,4.351495742797852,4.34958759547031
28,4.312127113342285,4.347714571363909
29,4.331338405609131,4.34689576307617
30,4.353727340698242,4.347237341957274
31,4.348584175109863,4.347304683614903
32,4.326566696166992,4.3462677842425075
33,4.389554500579834,4.348432120059374
34,4.36897087097168,4.34945905760499
35,4.336601257324219,4.348816167590951
36,4.382495403289795,4.350500129375893
37,4.348767280578613,4.35041348693603
38,4.377094745635986,4.351747549871027
39,4.3282318115234375,4.350571762953647
40,4.33953332901001,4.350019841256466
41,4.330481052398682,4.349042901813577
42,4.337325572967529,4.348457035371275
43,4.340147972106934,4.348041582208057
44,4.347285270690918,4.3480037666322
45,4.338829040527344,4.347545030326957
46,4.345890522003174,4.347462304910768
47,4.3097052574157715,4.345574452536018
48,4.361588001251221,4.346375129971777
49,4.351848602294922,4.346648803587935
50,4.327212810516357,4.345677003934356
51,4.362454414367676,4.346515874456022
52,4.334315776824951,4.3459058695744694
53,4.326217174530029,4.344921434822247
54,4.326976299285889,4.344024178045428
55,4.3011250495910645,4.34187922162271
56,4.320914268493652,4.340830973966257
57,4.345510482788086,4.3410649494073485
58,4.3324666023254395,4.340635032053253
59,4.329877853393555,4.3400971731202675
60,4.327157020568848,4.339450165492697
61,4.318780422210693,4.338416678328597
62,4.337347507476807,4.338363219786007
63,4.324578285217285,4.337673973057571
64,4.339455604553223,4.337763054632354
65,4.366263389587402,4.339188071380106
66,4.357912063598633,4.340124270991033
67,4.35784912109375,4.341010513496168
68,4.331868648529053,4.3405534202478115
69,4.348912239074707,4.3409713611891565
70,4.3581132888793945,4.341828457573668
71,4.365708351135254,4.3430224522517475
72,4.364712238311768,4.344106941554748
73,4.3367509841918945,4.343739143686605
74,4.367905139923096,4.344947443498429
75,4.354356288909912,4.345417885769003
76,4.33842134475708,4.345068058718407
77,4.339399337768555,4.344784622670915
78,4.3271002769470215,4.343900405384719
79,4.362795829772949,4.344845176604131
80,4.323609352111816,4.343783385379515
81,4.355655670166016,4.34437699961884
82,4.325749397277832,4.343445619501789
83,4.319416046142578,4.342244140833828
84,4.3561482429504395,4.342939345939659
85,4.309380531311035,4.341261405208227
86,4.3252129554748535,4.340458982721559
87,4.328682899475098,4.339870178559236
88,4.338413238525391,4.339797331557543
89,4.343550682067871,4.339984999083059
90,4.340637683868408,4.340017633322327
91,4.3585028648376465,4.3409418948980925
92,4.340510845184326,4.340920342412404
93,4.316422462463379,4.339695448414953
94,4.350001335144043,4.340210742751408
95,4.306239128112793,4.338512162019477
96,4.349679946899414,4.3390705512634735
97,4.3543171882629395,4.339832883113447
98,4.372591972351074,4.3414708375753275
99,4.3267741203308105,4.340736001713101
100,4.323451042175293,4.339871753736212
101,4.328732967376709,4.339314814418237
102,4.347986698150635,4.339748408604857
103,4.346086025238037,4.340065289436516
104,4.355438709259033,4.340833960427641
105,4.332350254058838,4.340409775109201
106,4.315646171569824,4.339171594932233
107,4.341280460357666,4.339277038203504
108,4.322352886199951,4.338430830603327
109,4.337946891784668,4.3384066336623945
110,4.35250997543335,4.339111800750942
111,4.328739643096924,4.338593192868241
112,4.342628002166748,4.338794933333166
113,4.325991153717041,4.3381547443523605
114,4.3351287841796875,4.338003446343727
115,4.39255952835083,4.340731250444082
116,4.342316627502441,4.340810519297
117,4.340167045593262,4.340778345611813
118,4.368050575256348,4.34214195709404
119,4.382600784301758,4.344164898454426
120,4.343043804168701,4.344108843740139
121,4.346417427062988,4.344224272906282
122,4.324041366577148,4.343215127589825
123,4.419201374053955,4.347014439913031
124,4.3220696449279785,4.345767200163778
125,4.32391357421875,4.344674518866527
126,4.324258327484131,4.343653709297407
127,4.348210334777832,4.343881540571428
128,4.3263936042785645,4.343007143756785
129,4.3469390869140625,4.343203740914649
130,4.3248186111450195,4.342284484426167
131,4.345294952392578,4.342435007824488
132,4.366017818450928,4.34361414835581
133,4.294538497924805,4.341160365834259
134,4.3265886306762695,4.3404317790763605
135,4.350645542144775,4.340942467229781
136,4.318480014801025,4.339819344608344
137,4.335331439971924,4.339594949376523
138,4.325590133666992,4.338894708591046
139,4.317420482635498,4.337820997293268
140,4.3136725425720215,4.336613574557205
141,4.368873596191406,4.338226575638915
142,4.346336364746094,4.338632065094274
143,4.3116960525512695,4.337285264467123
144,4.32221794128418,4.336531898307976
145,4.325080871582031,4.335959346971679
146,4.3556342124938965,4.3369430902477895
147,4.343917369842529,4.337291804227526
148,4.319356441497803,4.336395036091039
149,4.294060707092285,4.334278319641101
150,4.336664199829102,4.334397613650502
151,4.364121437072754,4.335883804821615
152,4.3528571128845215,4.33673247022476
153,4.334464073181152,4.33661905037258
154,4.35723876953125,4.337650036330513
155,4.306149959564209,4.3360750324921975
156,4.314873695373535,4.335014965636264
157,4.316335678100586,4.33408100125948
158,4.284111499786377,4.331582526185825
159,4.311548233032227,4.330580811528145
160,4.314353942871094,4.329769468095292
161,4.305144309997559,4.328538210190405
162,4.303716659545898,4.327297132658179
163,4.340178966522217,4.327941224351381
164,4.32466983795166,4.327777655031395
165,4.34820556640625,4.3287990506001375
166,4.320525646209717,4.328385380380617
167,4.355512619018555,4.329741742312513
168,4.276544570922852,4.3270818837430305
169,4.341444969177246,4.3278000380147414
170,4.328101634979248,4.327815117862967
171,4.290365695953369,4.325942646767487
172,4.292943000793457,4.324292664468786
173,4.314777851104736,4.323816923800583
174,4.287850379943848,4.322018596607746
175,4.310593128204346,4.321447323187576
176,4.29477596282959,4.320113755169677
177,4.304403781890869,4.319328256505737
178,4.294717311859131,4.318097709273407
179,4.31638765335083,4.318012206477278
180,4.267209053039551,4.315472048805392
181,4.3145246505737305,4.31542467889381
182,4.308187961578369,4.315062843028038
183,4.301875114440918,4.314403456598682
184,4.342652797698975,4.315815923653696
185,4.272130012512207,4.313631628096622
186,4.3036112785339355,4.3131306106184875
187,4.304711818695068,4.312709671022317
188,4.274464130401611,4.310797393991281
189,4.326596260070801,4.311587337295257
190,4.333280563354492,4.312671998598218
191,4.2758660316467285,4.3108317002506436
192,4.334009170532227,4.311990573764723
193,4.3254008293151855,4.312661086542246
194,4.312015056610107,4.312628785045639
195,4.29857063293457,4.311925877440086
196,4.330695629119873,4.312864365024075
197,4.2890143394470215,4.3116718637452225
198,4.3118085861206055,4.311678699863991
199,4.316372871398926,4.311913408440738
200,4.332855224609375,4.3129604992491695
201,4.33881950378418,4.31425344947592
202,4.303805828094482,4.313731068406848
203,4.275722503662109,4.311830640169611
204,4.288512706756592,4.31066474349896
205,4.322065830230713,4.3112347978355485
206,4.321282386779785,4.311737177282761
207,4.289486408233643,4.310624638830305
208,4.282653331756592,4.309226073476619
209,4.289443492889404,4.308236944447258
210,4.269530296325684,4.30630161204118
211,4.317502021789551,4.306861632528598
212,4.28218412399292,4.3056277571018144
213,4.298362731933594,4.305264505843403
214,4.283295154571533,4.30416603827981
215,4.27421236038208,4.302668354384924
216,4.312901973724365,4.303180035351896
217,4.314456939697266,4.303743880569164
218,4.287594318389893,4.3029364024602
219,4.313905239105225,4.303484844292451
220,4.272019863128662,4.3019115952342615
221,4.301523208618164,4.301892175903457
222,4.291393756866455,4.301367254951606
223,4.2888946533203125,4.300743624870042
224,4.282894611358643,4.299851174194472
225,4.28061056137085,4.298889143553291
226,4.256933689117432,4.296791370831498
227,4.275942325592041,4.295748918569525
228,4.316717147827148,4.296797330032406
229,4.260502338409424,4.294982580451257
230,4.319825172424316,4.29622471004991
231,4.253395080566406,4.294083228575735
232,4.260130882263184,4.292385611260107
233,4.27551794052124,4.291542227723164
234,4.293478012084961,4.291639016941254
235,4.272266864776611,4.290670409333021
236,4.278289794921875,4.290051378612464
237,4.294154644012451,4.290256541882464
238,4.28247594833374,4.289867512205028
239,4.278529644012451,4.289300618795399
240,4.278072834014893,4.2887392295563735
241,4.296334266662598,4.289118981411685
242,4.28964900970459,4.28914548282633
243,4.280982494354248,4.288737333402725
244,4.255835056304932,4.287092219547835
245,4.272590637207031,4.286367140430794
246,4.279131889343262,4.2860053778764176
247,4.308716297149658,4.28714092384008
248,4.342171669006348,4.289892461098393
249,4.3025312423706055,4.2905244001620035
250,4.325257301330566,4.292261045220432
251,4.280760765075684,4.291686031213194
252,4.26602029800415,4.2904027445527415
253,4.2617411613464355,4.288969665392426
254,4.258935451507568,4.287467954698183
255,4.252171516418457,4.285703132784197
256,4.271716117858887,4.285003782037931
257,4.285015106201172,4.285004348246093
258,4.282521724700928,4.284880217068835
259,4.259487152099609,4.283610563820374
260,4.266671657562256,4.2827636185074685
261,4.288054943084717,4.283028184736331
262,4.26623010635376,4.282188280817202
263,4.277183532714844,4.281938043412085
264,4.28696346282959,4.28218931438296
265,4.284963130950928,4.282328005211359
266,4.221430778503418,4.279283143875961
267,4.285306453704834,4.279584309367405
268,4.279249668121338,4.279567577305102
269,4.2637858390808105,4.278778490393886
270,4.284487724304199,4.279063952089402
271,4.280248641967773,4.27912318658332
272,4.280209541320801,4.279177504320193
273,4.263309001922607,4.278384079200314
274,4.279448509216309,4.278437300701114
275,4.285417079925537,4.278786289662335
276,4.277292251586914,4.278711587758564
277,4.29069709777832,4.2793108632595525
278,4.2663469314575195,4.278662666669451
279,4.24384880065918,4.276921973368937
280,4.267300128936768,4.2764408811473285
281,4.276400566101074,4.276438865395015
282,4.263918876647949,4.275812865957662
283,4.288485050201416,4.27644647516985
284,4.278411865234375,4.276544744673076
285,4.2618536949157715,4.275810192185211
286,4.271777153015137,4.275608540226707
287,4.298007965087891,4.276728511469766
288,4.295139312744141,4.277649051533485
289,4.282632827758789,4.27789824034475
290,4.266629695892334,4.277334813122129
291,4.311933517456055,4.2790647483388256
292,4.252917289733887,4.277757375408579
293,4.266674041748047,4.2772032087255525
294,4.2594757080078125,4.276316833689665
